land;wahlkreis;gruppe;erststimmen;zweitstimmen
5;106;SGP;-;14
5;106;AD-DEMOKRATEN;-;444
5;106;BGE;-;213
5;106;DiB;-;328
5;106;DKP;-;46
5;106;DM;-;163
5;106;Die Humanisten;-;138
5;106;Gesundheitsforschung;-;105
5;106;Tierschutzpartei;-;1024
5;106;V-Partei³;-;203
5;107;Wahlberechtigte;193175;-
5;107;Wähler;143599;-
5;107;Ungültige;1771;1053
5;107;Gültige;141828;142546
5;107;CDU;47950;40606
5;107;SPD;38727;33218
5;107;GRÜNE;11778;14379
5;107;DIE LINKE;18499;14111
5;107;FDP;13049;21277
5;107;AfD;11530;12968
5;107;PIRATEN;-;628
5;107;NPD;-;246
5;107;Die PARTEI;-;1589
5;107;FREIE WÄHLER;-;371
5;107;Volksabstimmung;-;124
5;107;ÖDP;-;134
5;107;MLPD;295;116
5;107;SGP;-;9
5;107;AD-DEMOKRATEN;-;529
5;107;BGE;-;181
5;107;DiB;-;269
5;107;DKP;-;42
5;107;DM;-;180
5;107;Die Humanisten;-;129
5;107;Gesundheitsforschung;-;145
5;107;Tierschutzpartei;-;1098
5;107;V-Partei³;-;197
5;108;Wahlberechtigte;214779;-
5;108;Wähler;160050;-
5;108;Ungültige;1758;1275
5;108;Gültige;158292;158775
5;108;CDU;69658;56983
5;108;SPD;45314;37438
5;108;GRÜNE;8131;9583
5;108;DIE LINKE;8535;9895
5;108;FDP;11471;23585
5;108;AfD;13675;14887
5;108;PIRATEN;-;723
5;108;NPD;-;335
5;108;Die PARTEI;-;1225
5;108;FREIE WÄHLER;1508;553
5;108;Volksabstimmung;-;141
5;108;ÖDP;-;159
5;108;MLPD;-;82
5;108;SGP;-;13
5;108;AD-DEMOKRATEN;-;848
5;108;BGE;-;163
5;108;DiB;-;222
5;108;DKP;-;28
5;108;DM;-;158
5;108;Die Humanisten;-;102
5;108;Gesundheitsforschung;-;141
5;108;Tierschutzpartei;-;1313
5;108;V-Partei³;-;198
5;109;Wahlberechtigte;190552;-
5;109;Wähler;132006;-
5;109;Ungültige;1563;1170
5;109;Gültige;130443;130836
5;109;CDU;57766;46786
5;109;SPD;31766;30547
5;109;GRÜNE;7814;8169
5;109;DIE LINKE;8921;9627
5;109;FDP;10225;17946
5;109;AfD;11910;12373
5;109;PIRATEN;-;582
5;109;NPD;-;350
5;109;Die PARTEI;1956;1280
5;109;FREIE WÄHLER;-;279
5;109;Volksabstimmung;-;126
5;109;ÖDP;-;110
5;109;MLPD;-;85
5;109;SGP;-;6
5;109;AD-DEMOKRATEN;-;613
5;109;BGE;-;130
5;109;DiB;-;142
5;109;DKP;-;22
5;109;DM;-;111
5;109;Die Humanisten;-;91
5;109;Gesundheitsforschung;-;118
5;109;Tierschutzpartei;-;1100
5;109;V-Partei³;-;243
5;109;EB: Müller-Horn;85;-
5;110;Wahlberechtigte;201450;-
5;110;Wähler;155434;-
5;110;Ungültige;1761;1244
5;110;Gültige;153673;154190
5;110;CDU;65228;54907
5;110;SPD;39142;34051
5;110;GRÜNE;10140;10871
5;110;DIE LINKE;7815;9805
5;110;FDP;17673;26859
5;110;AfD;11196;12104
5;110;PIRATEN;-;634
5;110;NPD;-;310
5;110;Die PARTEI;2308;1318
5;110;FREIE WÄHLER;-;371
5;110;Volksabstimmung;-;123
5;110;ÖDP;-;159
5;110;MLPD;171;82
5;110;SGP;-;6
5;110;AD-DEMOKRATEN;-;764
5;110;BGE;-;135
5;110;DiB;-;161
5;110;DKP;-;20
5;110;DM;-;127
5;110;Die Humanisten;-;62
5;110;Gesundheitsforschung;-;117
5;110;Tierschutzpartei;-;1041
5;110;V-Partei³;-;163
5;111;Wahlberechtigte;227423;-
5;111;Wähler;173280;-
5;111;Ungültige;1690;1262
5;111;Gültige;171590;172018
5;111;CDU;82165;65475
5;111;SPD;42932;38368
5;111;GRÜNE;11478;11591
5;111;DIE LINKE;8747;10342
5;111;FDP;14233;27576
5;111;AfD;12035;12841
5;111;PIRATEN;-;712
5;111;NPD;-;366
5;111;Die PARTEI;-;1207
5;111;FREIE WÄHLER;-;433
5;111;Volksabstimmung;-;138
5;111;ÖDP;-;149
5;111;MLPD;-;52
5;111;SGP;-;9
5;111;AD-DEMOKRATEN;-;363
5;111;BGE;-;151
5;111;DiB;-;185
5;111;DKP;-;29
5;111;DM;-;162
5;111;Die Humanisten;-;96
5;111;Gesundheitsforschung;-;163
5;111;Tierschutzpartei;-;1446
5;111;V-Partei³;-;164
5;112;Wahlberechtigte;226096;-
5;112;Wähler;169057;-
5;112;Ungültige;1674;1399
5;112;Gültige;167383;167658
5;112;CDU;75375;69700
5;112;SPD;51197;39316
5;112;GRÜNE;8230;10098
5;112;DIE LINKE;7096;9366
5;112;FDP;12692;22687
5;112;AfD;11019;11621
5;112;PIRATEN;-;560
5;112;NPD;-;330
5;112;Die PARTEI;-;969
5;112;FREIE WÄHLER;1606;614
5;112;Volksabstimmung;-;125
5;112;ÖDP;-;157
5;112;MLPD;-;63
5;112;SGP;-;5
5;112;AD-DEMOKRATEN;-;56
5;112;BGE;-;135
5;112;DiB;-;165
5;112;DKP;-;15
5;112;DM;-;120
5;112;Die Humanisten;-;73
5;112;Gesundheitsforschung;-;142
5;112;Tierschutzpartei;-;1170
5;112;V-Partei³;-;171
5;112;EB: Bovenkerk;168;-
5;113;Wahlberechtigte;207178;-
5;113;Wähler;160344;-
5;113;Ungültige;1663;1246
5;113;Gültige;158681;159098
5;113;CDU;61849;53623
5;113;SPD;52085;45627
5;113;GRÜNE;8763;9743
5;113;DIE LINKE;9461;10637
5;113;FDP;12644;19709
5;113;AfD;13615;14325
5;113;PIRATEN;-;664
5;113;NPD;-;361
5;113;Die PARTEI;-;1136
5;113;FREIE WÄHLER;-;380
5;113;Volksabstimmung;-;144
5;113;ÖDP;-;142
5;113;MLPD;264;121
5;113;SGP;-;10
5;113;AD-DEMOKRATEN;-;405
5;113;BGE;-;132
5;113;DiB;-;159
5;113;DKP;-;11
5;113;DM;-;156
5;113;Die Humanisten;-;71
5;113;Gesundheitsforschung;-;171
5;113;Tierschutzpartei;-;1223
5;113;V-Partei³;-;148
5;114;Wahlberechtigte;179118;-
5;114;Wähler;133705;-
5;114;Ungültige;1608;1175
5;114;Gültige;132097;132530
5;114;CDU;48817;40955
5;114;SPD;42219;36714
5;114;GRÜNE;8063;9307
5;114;DIE LINKE;7418;10090
5;114;FDP;10769;18032
5;114;AfD;11294;12186
5;114;PIRATEN;1433;663
5;114;NPD;-;251
5;114;Die PARTEI;1846;1248
5;114;FREIE WÄHLER;-;319
5;114;Volksabstimmung;-;110
5;114;ÖDP;-;111
5;114;MLPD;238;120
5;114;SGP;-;10
5;114;AD-DEMOKRATEN;-;669
5;114;BGE;-;178
5;114;DiB;-;143
5;114;DKP;-;33
5;114;DM;-;164
5;114;Die Humanisten;-;47
5;114;Gesundheitsforschung;-;109
5;114;Tierschutzpartei;-;946
5;114;V-Partei³;-;125
5;115;Wahlberechtigte;167998;-
5;115;Wähler;121638;-
5;115;Ungültige;2870;2022
5;115;Gültige;118768;119616
5;115;CDU;34053;30746
5;115;SPD;45455;37925
5;115;GRÜNE;6648;7844
5;115;DIE LINKE;8146;10369
5;115;FDP;8289;12491
5;115;AfD;13648;13549
5;115;PIRATEN;2012;717
5;115;NPD;-;439
5;115;Die PARTEI;-;1353
5;115;FREIE WÄHLER;-;294
5;115;Volksabstimmung;-;107
5;115;ÖDP;-;106
5;115;MLPD;517;209
5;115;SGP;-;19
5;115;AD-DEMOKRATEN;-;1536
5;115;BGE;-;118
5;115;DiB;-;140
5;115;DKP;-;44
5;115;DM;-;129
5;115;Die Humanisten;-;86
5;115;Gesundheitsforschung;-;118
5;115;Tierschutzpartei;-;1110
5;115;V-Partei³;-;167
5;116;Wahlberechtigte;160204;-
5;116;Wähler;103704;-
5;116;Ungültige;3396;1912
5;116;Gültige;100308;101792
5;116;CDU;26522;22830
5;116;SPD;34799;34695
5;116;GRÜNE;4622;4493
5;116;DIE LINKE;8885;8546
5;116;FDP;7054;8369
5;116;AfD;16643;15794
5;116;PIRATEN;-;688
5;116;NPD;-;594
5;116;Die PARTEI;-;938
5;116;FREIE WÄHLER;-;262
5;116;Volksabstimmung;-;102
5;116;ÖDP;-;61
5;116;MLPD;368;213
5;116;SGP;-;20
5;116;AD-DEMOKRATEN;-;2483
5;116;BGE;-;108
5;116;DiB;-;104
5;116;DKP;-;41
5;116;DM;-;116
5;116;Die Humanisten;-;52
5;116;Gesundheitsforschung;-;116
5;116;Tierschutzpartei;-;1068
5;116;V-Partei³;-;99
5;116;EB: Datli;1415;-
5;117;Wahlberechtigte;204816;-
5;117;Wähler;150312;-
5;117;Ungültige;2191;1451
5;117;Gültige;148121;148861
5;117;CDU;43077;39085
5;117;SPD;56987;49165
5;117;GRÜNE;8349;8228
5;117;DIE LINKE;11331;12373
5;117;FDP;9357;14890
5;117;AfD;18197;18560
5;117;PIRATEN;-;795
5;117;NPD;-;508
5;117;Die PARTEI;-;1284
5;117;FREIE WÄHLER;-;362
5;117;Volksabstimmung;-;166
5;117;ÖDP;-;133
5;117;MLPD;269;146
5;117;SGP;-;24
5;117;AD-DEMOKRATEN;-;942
5;117;BGE;-;122
5;117;DiB;-;131
5;117;DKP;-;31
5;117;DM;-;115
5;117;Die Humanisten;-;86
5;117;Gesundheitsforschung;-;143
5;117;Tierschutzpartei;-;1422
5;117;V-Partei³;-;150
5;117;DIE VIOLETTEN;554;-
5;118;Wahlberechtigte;187746;-
5;118;Wähler;142858;-
5;118;Ungültige;1794;1207
5;118;Gültige;141064;141651
5;118;CDU;44219;39847
5;118;SPD;49226;41731
5;118;GRÜNE;8690;9465
5;118;DIE LINKE;9210;10546
5;118;FDP;12729;18337
5;118;AfD;16221;16200
5;118;PIRATEN;-;552
5;118;NPD;-;309
5;118;Die PARTEI;-;1234
5;118;FREIE WÄHLER;-;274
5;118;Volksabstimmung;-;116
5;118;ÖDP;-;134
5;118;MLPD;339;163
5;118;SGP;-;27
5;118;AD-DEMOKRATEN;-;570
5;118;BGE;-;135
5;118;DiB;-;179
5;118;DKP;-;62
5;118;DM;-;117
5;118;Die Humanisten;-;79
5;118;Gesundheitsforschung;-;126
5;118;Tierschutzpartei;-;1297
5;118;V-Partei³;-;151
5;118;DIE VIOLETTEN;430;-
5;119;Wahlberechtigte;163326;-
5;119;Wähler;110369;-
5;119;Ungültige;1615;1154
5;119;Gültige;108754;109215
5;119;CDU;28912;25606
5;119;SPD;40601;34727
5;119;GRÜNE;5846;6746
5;119;DIE LINKE;8555;9524
5;119;FDP;7207;10583
5;119;AfD;17153;16339
5;119;PIRATEN;-;576
5;119;NPD;-;378
5;119;Die PARTEI;-;1224
5;119;FREIE WÄHLER;-;239
5;119;Volksabstimmung;-;132
5;119;ÖDP;-;90
5;119;MLPD;257;186
5;119;SGP;-;8
5;119;AD-DEMOKRATEN;-;935
5;119;BGE;-;114
5;119;DiB;-;172
5;119;DKP;223;88
5;119;DM;-;128
5;119;Die Humanisten;-;77
5;119;Gesundheitsforschung;-;133
5;119;Tierschutzpartei;-;1088
5;119;V-Partei³;-;122
5;120;Wahlberechtigte;192918;-
5;120;Wähler;153336;-
5;120;Ungültige;1232;927
5;120;Gültige;152104;152409
5;120;CDU;56393;45826
5;120;SPD;46829;37699
5;120;GRÜNE;12511;14312
5;120;DIE LINKE;9846;12574
5;120;FDP;12639;23068
5;120;AfD;12306;12735
5;120;PIRATEN;-;554
5;120;NPD;-;259
5;120;Die PARTEI;-;1791
5;120;FREIE WÄHLER;-;292
5;120;Volksabstimmung;-;151
5;120;ÖDP;-;173
5;120;MLPD;208;134
5;120;SGP;-;13
5;120;AD-DEMOKRATEN;-;364
5;120;BGE;-;173
5;120;DiB;-;249
5;120;DKP;197;89
5;120;DM;-;115
5;120;Die Humanisten;-;97
5;120;Gesundheitsforschung;-;134
5;120;Tierschutzpartei;-;1356
5;120;V-Partei³;-;251
5;120;EB: Menga Nsibu;1175;-
5;121;Wahlberechtigte;169267;-
5;121;Wähler;123958;-
5;121;Ungültige;1716;1074
5;121;Gültige;122242;122884
5;121;CDU;37792;35108
5;121;SPD;47257;38822
5;121;GRÜNE;6079;7132
5;121;DIE LINKE;8043;8970
5;121;FDP;8791;12674
5;121;AfD;13953;14777
5;121;PIRATEN;-;540
5;121;NPD;-;362
5;121;Die PARTEI;-;1163
5;121;FREIE WÄHLER;-;320
5;121;Volksabstimmung;-;138
5;121;ÖDP;-;78
5;121;MLPD;327;168
5;121;SGP;-;8
5;121;AD-DEMOKRATEN;-;892
5;121;BGE;-;100
5;121;DiB;-;124
5;121;DKP;-;14
5;121;DM;-;109
5;121;Die Humanisten;-;66
5;121;Gesundheitsforschung;-;134
5;121;Tierschutzpartei;-;1060
5;121;V-Partei³;-;125
5;122;Wahlberechtigte;189376;-
5;122;Wähler;140795;-
5;122;Ungültige;4648;1285
5;122;Gültige;136147;139510
5;122;CDU;46982;41079
5;122;SPD;56019;44224
5;122;GRÜNE;6363;7189
5;122;DIE LINKE;11502;9201
5;122;FDP;13903;14759
5;122;AfD;-;17387
5;122;PIRATEN;-;667
5;122;NPD;-;306
5;122;Die PARTEI;-;887
5;122;FREIE WÄHLER;-;365
5;122;Volksabstimmung;-;174
5;122;ÖDP;-;104
5;122;MLPD;1378;163
5;122;SGP;-;6
5;122;AD-DEMOKRATEN;-;1026
5;122;BGE;-;111
5;122;DiB;-;97
5;122;DKP;-;25
5;122;DM;-;167
5;122;Die Humanisten;-;66
5;122;Gesundheitsforschung;-;150
5;122;Tierschutzpartei;-;1234
5;122;V-Partei³;-;123
5;123;Wahlberechtigte;175210;-
5;123;Wähler;119414;-
5;123;Ungültige;1993;1348
5;123;Gültige;117421;118066
5;123;CDU;29768;26452
5;123;SPD;45017;39524
5;123;GRÜNE;5444;5489
5;123;DIE LINKE;7614;8703
5;123;FDP;7864;10834
5;123;AfD;19836;20113
5;123;PIRATEN;-;550
5;123;NPD;-;417
5;123;Die PARTEI;-;1010
5;123;FREIE WÄHLER;1276;461
5;123;Volksabstimmung;-;132
5;123;ÖDP;-;109
5;123;MLPD;602;384
5;123;SGP;-;24
5;123;AD-DEMOKRATEN;-;1904
5;123;BGE;-;115
5;123;DiB;-;100
5;123;DKP;-;39
5;123;DM;-;86
5;123;Die Humanisten;-;75
5;123;Gesundheitsforschung;-;163
5;123;Tierschutzpartei;-;1273
5;123;V-Partei³;-;109
5;124;Wahlberechtigte;202192;-
5;124;Wähler;154606;-
5;124;Ungültige;1424;1028
5;124;Gültige;153182;153578
5;124;CDU;78579;67425
5;124;SPD;39584;35466
5;124;GRÜNE;8118;9142
5;124;DIE LINKE;7554;8433
5;124;FDP;10082;19339
5;124;AfD;9265;9719
5;124;PIRATEN;-;541
5;124;NPD;-;255
5;124;Die PARTEI;-;883
5;124;FREIE WÄHLER;-;368
5;124;Volksabstimmung;-;90
5;124;ÖDP;-;122
5;124;MLPD;-;56
5;124;SGP;-;7
5;124;AD-DEMOKRATEN;-;290
5;124;BGE;-;120
5;124;DiB;-;120
5;124;DKP;-;15
5;124;DM;-;130
5;124;Die Humanisten;-;72
5;124;Gesundheitsforschung;-;127
5;124;Tierschutzpartei;-;762
5;124;V-Partei³;-;96
5;125;Wahlberechtigte;202793;-
5;125;Wähler;151842;-
5;125;Ungültige;1983;1328
5;125;Gültige;149859;150514
5;125;CDU;50334;44967
5;125;SPD;55128;47013
5;125;GRÜNE;6522;7248
5;125;DIE LINKE;9505;10292
5;125;FDP;9667;15741
5;125;AfD;17756;18710
5;125;PIRATEN;-;667
5;125;NPD;-;421
5;125;Die PARTEI;-;1062
5;125;FREIE WÄHLER;-;294
5;125;Volksabstimmung;-;160
5;125;ÖDP;-;340
5;125;MLPD;256;119
5;125;SGP;-;12
5;125;AD-DEMOKRATEN;-;1140
5;125;BGE;-;107
5;125;DiB;-;110
5;125;DKP;691;337
5;125;DM;-;129
5;125;Die Humanisten;-;57
5;125;Gesundheitsforschung;-;143
5;125;Tierschutzpartei;-;1330
5;125;V-Partei³;-;115
5;126;Wahlberechtigte;199978;-
5;126;Wähler;158146;-
5;126;Ungültige;2375;1090
5;126;Gültige;155771;157056
5;126;CDU;81496;73881
5;126;SPD;39412;33697
5;126;GRÜNE;10496;9220
5;126;DIE LINKE;6969;6540
5;126;FDP;14216;20609
5;126;AfD;-;9405
5;126;PIRATEN;-;441
5;126;NPD;-;195
5;126;Die PARTEI;-;711
5;126;FREIE WÄHLER;3182;553
5;126;Volksabstimmung;-;100
5;126;ÖDP;-;156
5;126;MLPD;-;45
5;126;SGP;-;13
5;126;AD-DEMOKRATEN;-;123
5;126;BGE;-;65
5;126;DiB;-;99
5;126;DKP;-;22
5;126;DM;-;104
5;126;Die Humanisten;-;76
5;126;Gesundheitsforschung;-;125
5;126;Tierschutzpartei;-;768
5;126;V-Partei³;-;108
5;127;Wahlberechtigte;192946;-
5;127;Wähler;156813;-
5;127;Ungültige;2434;987
5;127;Gültige;154379;155826
5;127;CDU;79677;68636
5;127;SPD;36250;32787
5;127;GRÜNE;12680;11667
5;127;DIE LINKE;9577;8394
5;127;FDP;16195;21116
5;127;AfD;-;9496
5;127;PIRATEN;-;495
5;127;NPD;-;233
5;127;Die PARTEI;-;841
5;127;FREIE WÄHLER;-;248
5;127;Volksabstimmung;-;110
5;127;ÖDP;-;178
5;127;MLPD;-;31
5;127;SGP;-;7
5;127;AD-DEMOKRATEN;-;50
5;127;BGE;-;84
5;127;DiB;-;150
5;127;DKP;-;17
5;127;DM;-;130
5;127;Die Humanisten;-;65
5;127;Gesundheitsforschung;-;139
5;127;Tierschutzpartei;-;839
5;127;V-Partei³;-;113
5;128;Wahlberechtigte;195571;-
5;128;Wähler;152541;-
5;128;Ungültige;1364;1158
5;128;Gültige;151177;151383
5;128;CDU;67678;57215
5;128;SPD;45797;41815
5;128;GRÜNE;9857;11026
5;128;DIE LINKE;8520;9692
5;128;FDP;8533;17205
5;128;AfD;9530;10342
5;128;PIRATEN;-;560
5;128;NPD;-;259
5;128;Die PARTEI;-;899
5;128;FREIE WÄHLER;1124;421
5;128;Volksabstimmung;-;68
5;128;ÖDP;-;118
5;128;MLPD;138;68
5;128;SGP;-;12
5;128;AD-DEMOKRATEN;-;265
5;128;BGE;-;105
5;128;DiB;-;106
5;128;DKP;-;20
5;128;DM;-;119
5;128;Die Humanisten;-;52
5;128;Gesundheitsforschung;-;113
5;128;Tierschutzpartei;-;794
5;128;V-Partei³;-;109
5;129;Wahlberechtigte;232294;-
5;129;Wähler;191090;-
5;129;Ungültige;1236;964
5;129;Gültige;189854;190126
5;129;CDU;70606;62276
5;129;SPD;54778;39714
5;129;GRÜNE;24248;27739
5;129;DIE LINKE;13024;19287
5;129;FDP;13219;25684
5;129;AfD;8569;9393
5;129;PIRATEN;1003;712
5;129;NPD;-;111
5;129;Die PARTEI;2722;1935
5;129;FREIE WÄHLER;-;246
5;129;Volksabstimmung;-;110
5;129;ÖDP;1027;641
5;129;MLPD;107;64
5;129;SGP;-;8
5;129;AD-DEMOKRATEN;-;137
5;129;BGE;-;218
5;129;DiB;-;337
5;129;DKP;173;66
5;129;DM;-;192
5;129;Die Humanisten;-;158
5;129;Gesundheitsforschung;-;95
5;129;Tierschutzpartei;-;781
5;129;V-Partei³;-;222
5;129;EB: Abaga Ayingono;224;-
5;129;EB: Overdiek;154;-
5;130;Wahlberechtigte;209604;-
5;130;Wähler;163531;-
5;130;Ungültige;1945;1387
5;130;Gültige;161586;162144
5;130;CDU;75017;65357
5;130;SPD;45094;38992
5;130;GRÜNE;8968;10815
5;130;DIE LINKE;7738;8997
5;130;FDP;11291;21175
5;130;AfD;11078;12025
5;130;PIRATEN;-;538
5;130;NPD;-;271
5;130;Die PARTEI;1886;1056
5;130;FREIE WÄHLER;-;472
5;130;Volksabstimmung;-;142
5;130;ÖDP;-;153
5;130;MLPD;-;30
5;130;SGP;-;13
5;130;AD-DEMOKRATEN;-;622
5;130;BGE;-;102
5;130;DiB;-;90
5;130;DKP;-;12
5;130;DM;-;153
5;130;Die Humanisten;-;69
5;130;Gesundheitsforschung;-;119
5;130;Tierschutzpartei;-;808
5;130;V-Partei³;-;133
5;130;EB: Barton;514;-
5;131;Wahlberechtigte;234272;-
5;131;Wähler;176708;-
5;131;Ungültige;2082;1681
5;131;Gültige;174626;175027
5;131;CDU;81298;67175
5;131;SPD;48942;40104
5;131;GRÜNE;9992;13817
5;131;DIE LINKE;7582;10595
5;131;FDP;11401;22848
5;131;AfD;13996;15081
5;131;PIRATEN;-;595
5;131;NPD;-;329
5;131;Die PARTEI;-;1081
5;131;FREIE WÄHLER;1415;655
5;131;Volksabstimmung;-;152
5;131;ÖDP;-;220
5;131;MLPD;-;47
5;131;SGP;-;10
5;131;AD-DEMOKRATEN;-;454
5;131;BGE;-;138
5;131;DiB;-;130
5;131;DKP;-;21
5;131;DM;-;178
5;131;Die Humanisten;-;77
5;131;Gesundheitsforschung;-;167
5;131;Tierschutzpartei;-;975
5;131;V-Partei³;-;178
5;132;Wahlberechtigte;246216;-
5;132;Wähler;186152;-
5;132;Ungültige;2075;1536
5;132;Gültige;184077;184616
5;132;CDU;56485;50995
5;132;SPD;61086;46883
5;132;GRÜNE;17728;20567
5;132;DIE LINKE;16489;20522
5;132;FDP;13495;21364
5;132;AfD;15028;16514
5;132;PIRATEN;-;938
5;132;NPD;-;289
5;132;Die PARTEI;3473;2168
5;132;FREIE WÄHLER;-;388
5;132;Volksabstimmung;-;141
5;132;ÖDP;-;201
5;132;MLPD;293;142
5;132;SGP;-;28
5;132;AD-DEMOKRATEN;-;1039
5;132;BGE;-;263
5;132;DiB;-;293
5;132;DKP;-;47
5;132;DM;-;235
5;132;Die Humanisten;-;125
5;132;Gesundheitsforschung;-;138
5;132;Tierschutzpartei;-;1092
5;132;V-Partei³;-;244
5;133;Wahlberechtigte;228976;-
5;133;Wähler;168664;-
5;133;Ungültige;2072;1617
5;133;Gültige;166592;167047
5;133;CDU;59571;52994
5;133;SPD;61205;47940
5;133;GRÜNE;8444;11485
5;133;DIE LINKE;9353;11589
5;133;FDP;9411;19186
5;133;AfD;16633;18098
5;133;PIRATEN;-;640
5;133;NPD;-;342
5;133;Die PARTEI;-;1002
5;133;FREIE WÄHLER;1975;972
5;133;Volksabstimmung;-;153
5;133;ÖDP;-;133
5;133;MLPD;-;70
5;133;SGP;-;8
5;133;AD-DEMOKRATEN;-;408
5;133;BGE;-;112
5;133;DiB;-;127
5;133;DKP;-;23
5;133;DM;-;159
5;133;Die Humanisten;-;73
5;133;Gesundheitsforschung;-;140
5;133;Tierschutzpartei;-;1222
5;133;V-Partei³;-;171
5;134;Wahlberechtigte;204203;-
5;134;Wähler;151181;-
5;134;Ungültige;1651;1508
5;134;Gültige;149530;149673
5;134;CDU;53057;49160
5;134;SPD;55868;43966
5;134;GRÜNE;7372;9625
5;134;DIE LINKE;7862;9432
5;134;FDP;10575;16865
5;134;AfD;14796;15829
5;134;PIRATEN;-;626
5;134;NPD;-;293
5;134;Die PARTEI;-;1052
5;134;FREIE WÄHLER;-;448
5;134;Volksabstimmung;-;148
5;134;ÖDP;-;157
5;134;MLPD;-;51
5;134;SGP;-;4
5;134;AD-DEMOKRATEN;-;228
5;134;BGE;-;169
5;134;DiB;-;121
5;134;DKP;-;19
5;134;DM;-;156
5;134;Die Humanisten;-;79
5;134;Gesundheitsforschung;-;145
5;134;Tierschutzpartei;-;947
5;134;V-Partei³;-;153
5;135;Wahlberechtigte;170501;-
5;135;Wähler;128938;-
5;135;Ungültige;1661;1401
5;135;Gültige;127277;127537
5;135;CDU;46526;40214
5;135;SPD;40908;35509
5;135;GRÜNE;7671;8869
5;135;DIE LINKE;6870;8399
5;135;FDP;10690;15916
5;135;AfD;13005;14147
5;135;PIRATEN;-;553
5;135;NPD;-;278
5;135;Die PARTEI;-;784
5;135;FREIE WÄHLER;1607;871
5;135;Volksabstimmung;-;121
5;135;ÖDP;-;121
5;135;MLPD;-;37
5;135;SGP;-;7
5;135;AD-DEMOKRATEN;-;185
5;135;BGE;-;117
5;135;DiB;-;78
5;135;DKP;-;19
5;135;DM;-;182
5;135;Die Humanisten;-;56
5;135;Gesundheitsforschung;-;100
5;135;Tierschutzpartei;-;879
5;135;V-Partei³;-;95
5;136;Wahlberechtigte;211026;-
5;136;Wähler;159883;-
5;136;Ungültige;2029;1692
5;136;Gültige;157854;158191
5;136;CDU;69910;58939
5;136;SPD;42211;39038
5;136;GRÜNE;9400;10194
5;136;DIE LINKE;8724;10188
5;136;FDP;10813;19543
5;136;AfD;14443;15197
5;136;PIRATEN;-;603
5;136;NPD;-;336
5;136;Die PARTEI;-;959
5;136;FREIE WÄHLER;1482;758
5;136;Volksabstimmung;-;120
5;136;ÖDP;871;348
5;136;MLPD;-;32
5;136;SGP;-;11
5;136;AD-DEMOKRATEN;-;211
5;136;BGE;-;158
5;136;DiB;-;98
5;136;DKP;-;14
5;136;DM;-;149
5;136;Die Humanisten;-;55
5;136;Gesundheitsforschung;-;145
5;136;Tierschutzpartei;-;956
5;136;V-Partei³;-;139
5;137;Wahlberechtigte;249359;-
5;137;Wähler;187479;-
5;137;Ungültige;1882;1582
5;137;Gültige;185597;185897
5;137;CDU;99004;75628
5;137;SPD;36983;35055
5;137;GRÜNE;11116;13612
5;137;DIE LINKE;9554;12292
5;137;FDP;10228;24976
5;137;AfD;16891;18484
5;137;PIRATEN;1821;814
5;137;NPD;-;294
5;137;Die PARTEI;-;1266
5;137;FREIE WÄHLER;-;488
5;137;Volksabstimmung;-;172
5;137;ÖDP;-;223
5;137;MLPD;-;39
5;137;SGP;-;13
5;137;AD-DEMOKRATEN;-;301
5;137;BGE;-;162
5;137;DiB;-;191
5;137;DKP;-;10
5;137;DM;-;309
5;137;Die Humanisten;-;110
5;137;Gesundheitsforschung;-;162
5;137;Tierschutzpartei;-;1084
5;137;V-Partei³;-;212
5;138;Wahlberechtigte;207384;-
5;138;Wähler;150044;-
5;138;Ungültige;1745;1250
5;138;Gültige;148299;148794
5;138;CDU;44948;42972
5;138;SPD;58206;43548
5;138;GRÜNE;5752;8673
5;138;DIE LINKE;8045;10743
5;138;FDP;11727;18722
5;138;AfD;16716;17622
5;138;PIRATEN;-;683
5;138;NPD;-;457
5;138;Die PARTEI;-;1202
5;138;FREIE WÄHLER;-;410
5;138;Volksabstimmung;-;182
5;138;ÖDP;-;154
5;138;MLPD;278;174
5;138;SGP;-;15
5;138;AD-DEMOKRATEN;-;824
5;138;BGE;-;120
5;138;DiB;-;136
5;138;DKP;-;41
5;138;DM;-;153
5;138;Die Humanisten;-;104
5;138;Gesundheitsforschung;-;177
5;138;Tierschutzpartei;-;1533
5;138;V-Partei³;-;149
5;138;EB: Tropp;2627;-
5;139;Wahlberechtigte;178506;-
5;139;Wähler;137632;-
5;139;Ungültige;3256;1208
5;139;Gültige;134376;136424
5;139;CDU;44273;37284
5;139;SPD;49333;40767
5;139;GRÜNE;11538;11142
5;139;DIE LINKE;10804;11092
5;139;FDP;14175;17270
5;139;AfD;-;13190
5;139;PIRATEN;3565;881
5;139;NPD;-;264
5;139;Die PARTEI;-;1158
5;139;FREIE WÄHLER;-;291
5;139;Volksabstimmung;-;143
5;139;ÖDP;-;183
5;139;MLPD;688;158
5;139;SGP;-;9
5;139;AD-DEMOKRATEN;-;452
5;139;BGE;-;163
5;139;DiB;-;198
5;139;DKP;-;46
5;139;DM;-;133
5;139;Die Humanisten;-;80
5;139;Gesundheitsforschung;-;135
5;139;Tierschutzpartei;-;1239
5;139;V-Partei³;-;146
5;140;Wahlberechtigte;206460;-
5;140;Wähler;156941;-
5;140;Ungültige;1924;1237
5;140;Gültige;155017;155704
